,school_id,school_name,region,province,municipality,division,district,year_level,gender,enrollment,latitude,longitude
13106,136733,Dela Paz ES,NCR (National Capital Region),NCR Second District,City of Pasig,Pasig City,Pasig City District IV,grade 5,female,68,14.6151249,121.0952303
13107,136843,Dela Paz ES,NCR (National Capital Region),NCR Third District,City of Malabon,Malabon City,Malabon District III,grade 5,female,43,14.662112,120.952546
13108,136532,Delfin M. Geraldez Memorial ES,NCR (National Capital Region),NCR Second District,Quezon City,Quezon City,School District X,grade 5,female,99,14.7326663,121.0531731
13109,136491,Demetrio Tuazon ES,NCR (National Capital Region),NCR Second District,Quezon City,Quezon City,School District I,grade 5,female,63,14.6295195,120.9994978
13110,136653,Deparo ES,NCR (National Capital Region),NCR Third District,Kalookan City,Caloocan City,Caloocan North IV,grade 5,female,298,14.7471709,121.0210386
13111,136585,Diosdado P. Macapagal ES (Tatalon ES),NCR (National Capital Region),NCR Second District,Quezon City,Quezon City,School District XIX,grade 5,female,313,14.6223839,121.0125446
13112,136592,Don Carlos Village ES,NCR (National Capital Region),NCR Fourth District,Pasay City,Pasay City,Pasay City South District,grade 5,female,89,14.533552,121.000523
13113,136762,Don Galo ES,NCR (National Capital Region),NCR Fourth District,City of Paranaque,Paranaque City,Paranaque City District II,grade 5,female,101,14.5092062,120.9857147
13114,136824,Dona Ata ES,NCR (National Capital Region),NCR Third District,City of Valenzuela,Valenzuela City,Valenzuela City South District,grade 5,female,64,14.6774358,120.984537
13115,136656,Dona Basilisa Yangco ES,NCR (National Capital Region),NCR Second District,City of Mandaluyong,Mandaluyong City,Mandaluyong City District I,grade 5,female,19,14.5804815,121.0188273
13116,136569,Dona Josefa E. Marcos ES,NCR (National Capital Region),NCR Second District,Quezon City,Quezon City,School District XV,grade 5,female,96,14.615774,121.063271
13117,136542,Dona Juana ES,NCR (National Capital Region),NCR Second District,Quezon City,Quezon City,School District XI,grade 5,female,494,14.6856867,121.0302853
13118,136784,Dona Manuela ES,NCR (National Capital Region),NCR Fourth District,City of Las Pinas,Las PiÐas City,Las PiÐas City II,grade 5,female,198,14.4561475,120.9778551
13119,136665,Dona Pilar C. Gonzaga ES,NCR (National Capital Region),NCR Second District,City of Mandaluyong,Mandaluyong City,Mandaluyong City District II,grade 5,female,121,14.5896975,121.0306698
13120,136527,Dona Rosario Elementary School,NCR (National Capital Region),NCR Second District,Quezon City,Quezon City,School District IX,grade 5,female,155,14.7171909,121.0363349
13121,136457,Dr. A. Albert Elementary School,NCR (National Capital Region),"Manila, NCR, First District",Sampaloc,Manila,Sampaloc I,grade 5,female,252,14.6182264,120.99677
13122,136872,Dr. Artemio. E. Natividad ES,NCR (National Capital Region),NCR Fourth District,Taguig City,Taguig,Taguig District I,grade 5,female,64,14.536801,121.0679
13123,136459,Dr. Benigno Aldana Elementary School,NCR (National Capital Region),"Manila, NCR, First District",Sampaloc,Manila,Sampaloc II,grade 5,female,79,14.6058386,121.0021412
13124,136474,Dr. Celedonio A. Salvador Elementary School,NCR (National Capital Region),"Manila, NCR, First District",Paco,Manila,Paco II,grade 5,female,163,14.58238,120.9964148
13125,136726,Dr. Sixto Antonio ES,NCR (National Capital Region),NCR Second District,City of Pasig,Pasig City,Pasig City District II,grade 5,female,95,14.5759293,121.0799635
13126,136447,E. A. Remigio ES,NCR (National Capital Region),"Manila, NCR, First District",Santa Cruz,Manila,Sta. Cruz I,grade 5,female,27,14.6291665,120.9843833
13127,136476,E. delos Santos Elementary School,NCR (National Capital Region),"Manila, NCR, First District",City of Manila,Manila,Singalong,grade 5,female,309,14.5758424,120.9924716
13128,136628,East Bagong Barrio ES,NCR (National Capital Region),NCR Third District,Kalookan City,Caloocan City,Tanque,grade 5,female,81,14.6676112,121.0008955
13129,136693,East Rembo ES,NCR (National Capital Region),NCR Fourth District,City of Makati,Makati City,Makati City District II,grade 5,female,203,14.5574508,121.0650903
13130,136885,Em's Signal Village ES,NCR (National Capital Region),NCR Fourth District,Taguig City,Taguig,Taguig District II,grade 5,female,715,14.5112551,121.0576928
13131,136433,Emilio Jacinto Elementary School,NCR (National Capital Region),"Manila, NCR, First District",Tondo,Manila,Tondo VIII,grade 5,female,362,14.620028,120.966086
13132,136854,Epifanio de los Santos ES,NCR (National Capital Region),NCR Third District,City of Malabon,Malabon City,Malabon District V,grade 5,female,214,14.6623374,120.9585346
13133,136587,Epifanio delos Santos ES,NCR (National Capital Region),NCR Fourth District,Pasay City,Pasay City,Pasay City North District,grade 5,female,98,14.5522656,121.0010576
13134,136501,Esteban Abada ES,NCR (National Capital Region),NCR Second District,Quezon City,Quezon City,School District III,grade 5,female,135,14.6327157,121.0733696
13135,136622,Eulogio Rodriguez Elementary School,NCR (National Capital Region),NCR Third District,Kalookan City,Caloocan City,Pobcaran (Poblacion-Caliparan),grade 5,female,134,14.6528507,120.9951473
13136,136666,Eulogio Rodriguez Integrated School,NCR (National Capital Region),NCR Second District,City of Mandaluyong,Mandaluyong City,Mandaluyong City District II,grade 5,female,211,14.5882458,121.0306595
13137,136558,"Eulogio Rodriguez, Sr. ES",NCR (National Capital Region),NCR Second District,Quezon City,Quezon City,School District XIII,grade 5,female,90,14.6024609,121.0791673
13138,136873,Eusebio C. Santos Elementary School,NCR (National Capital Region),NCR Fourth District,Taguig City,Taguig,Taguig District I,grade 5,female,82,14.5200657,121.0737026
13139,136486,F. Amorsolo Elementary School,NCR (National Capital Region),"Manila, NCR, First District",Santa Ana,Manila,Sta. Ana II,grade 5,female,64,14.5833596,121.0142918
13140,136713,F. Benitez ES III,NCR (National Capital Region),NCR Fourth District,City of Makati,Makati City,Makati City District VI,grade 5,female,89,14.568012,121.017196
13141,136705,F. Benitez ES-Main,NCR (National Capital Region),NCR Fourth District,City of Makati,Makati City,Makati City District IV,grade 5,female,140,14.568012,121.017196
13142,136900,F. de Mesa ES,NCR (National Capital Region),NCR Fourth District,City of Muntinlupa,Muntinlupa City,Muntinlupa City District I,grade 5,female,99,14.401468,121.044163
13143,136420,F. G. Calderon Integrated School,NCR (National Capital Region),"Manila, NCR, First District",Tondo,Manila,Tondo II,grade 5,female,226,14.63218,120.9790057
13144,136763,"F. Serrano, Sr. ES",NCR (National Capital Region),NCR Fourth District,City of Paranaque,Paranaque City,Paranaque City District II,grade 5,female,259,14.488556,121.026208
13145,136543,Fairview ES,NCR (National Capital Region),NCR Second District,Quezon City,Quezon City,School District XI,grade 5,female,304,14.6760413,121.0437003
13146,136484,Fernando Ma. Guerrero E.S.,NCR (National Capital Region),"Manila, NCR, First District",Santa Ana,Manila,Sta. Ana I,grade 5,female,358,14.5826355,121.0134406
13147,136657,Filemon P. Javier ES,NCR (National Capital Region),NCR Second District,City of Mandaluyong,Mandaluyong City,Mandaluyong City District I,grade 5,female,47,14.57978,121.028939
13148,136570,Fort Aguinaldo ES,NCR (National Capital Region),NCR Second District,Quezon City,Quezon City,School District XV,grade 5,female,36,14.6760413,121.0437003
13149,136694,Fort Bonifacio ES,NCR (National Capital Region),NCR Fourth District,City of Makati,Makati City,Makati City District I,grade 5,female,276,14.5497574,121.0660153
13150,136681,Fortune ES,NCR (National Capital Region),NCR Second District,City of Marikina,Marikina City,Marikina City District II,grade 5,female,300,14.65073,121.1028546
13151,136753,Fourth Estate ES,NCR (National Capital Region),NCR Fourth District,City of Paranaque,Paranaque City,Paranaque City District I,grade 5,female,493,14.4610404,121.0277312
13152,136451,Francisco Balagtas ES,NCR (National Capital Region),"Manila, NCR, First District",Santa Cruz,Manila,Sta. Cruz III,grade 5,female,174,14.6178881,120.9847642
13153,136426,Francisco Benitez Elementary School,NCR (National Capital Region),"Manila, NCR, First District",Tondo,Manila,Tondo IV,grade 5,female,260,14.6263215,120.9741752
13154,136730,Francisco Legaspi Memorial School,NCR (National Capital Region),NCR Second District,City of Pasig,Pasig City,Pasig City District III,grade 5,female,79,14.5794365,121.0792029
13155,136460,G. Lopez Jaena Elementary School,NCR (National Capital Region),"Manila, NCR, First District",Tondo,Manila,Sampaloc II,grade 5,female,117,14.6148154,121.0039199
13156,223502,Gabriela Silang ES (Bagong Silang ES - Annex),NCR (National Capital Region),NCR Third District,Kalookan City,Caloocan City,Caloocan North II,grade 5,female,182,14.7755215,121.0459508
13157,136775,Gatchalian ES,NCR (National Capital Region),NCR Fourth District,City of Las Pinas,Las PiÐas City,Las PiÐas City I,grade 5,female,151,14.4740507,120.9982071
13158,136488,Gen. Emilio Aguinaldo Integrated School,NCR (National Capital Region),"Manila, NCR, First District",Santa Ana,Manila,Sta. Ana III,grade 5,female,119,14.585837,121.010764
13159,136443,Gen. Gregorio del Pilar ES,NCR (National Capital Region),"Manila, NCR, First District",Tondo,Manila,Tondo XIV,grade 5,female,122,14.6064953,120.9755632
13160,136462,Gen. L. Geronimo Elementary School,NCR (National Capital Region),"Manila, NCR, First District",Sampaloc,Manila,Sampaloc III,grade 5,female,54,14.6176414,120.9676361
13161,136444,Gen. Maximo Hizon Elementary School,NCR (National Capital Region),"Manila, NCR, First District",Tondo,Manila,Tondo XIV,grade 5,female,182,14.6112829,120.976393
13162,136470,Gen. Miguel Malvar Elementary School,NCR (National Capital Region),"Manila, NCR, First District",Sampaloc,Manila,Sampaloc VII,grade 5,female,58,14.606181,121.009705
13163,136579,Gen. Roxas ES,NCR (National Capital Region),NCR Second District,Quezon City,Quezon City,School District XVIII,grade 5,female,182,14.6215197,121.0533874
13164,136814,Gen. T. de Leon ES,NCR (National Capital Region),NCR Third District,City of Valenzuela,Valenzuela City,Valenzuela City East District,grade 5,female,416,14.6862878,120.9923524
13165,136434,Gen. Vicente Lim Elementary School,NCR (National Capital Region),"Manila, NCR, First District",Tondo,Manila,Tondo IX,grade 5,female,366,14.6238579,120.961642
13166,136454,Geronimo Santiago Elementary School,NCR (National Capital Region),"Manila, NCR, First District",San Miguel,Manila,Sta. Cruz V,grade 5,female,132,14.5930645,120.9891557
13167,136621,Gomburza ES,NCR (National Capital Region),NCR Third District,Kalookan City,Caloocan City,Pobcaran (Poblacion-Caliparan),grade 5,female,117,14.7565784,121.0449768
13168,136521,Goodwill ES,NCR (National Capital Region),NCR Second District,Quezon City,Quezon City,School District VIII,grade 5,female,170,14.7046046,121.0204754
13169,136603,Gotamco ES,NCR (National Capital Region),NCR Fourth District,Pasay City,Pasay City,Pasay City West District,grade 5,female,92,14.5575731,120.9920583
13170,136607,Grace Park Elementary School Unit I,NCR (National Capital Region),NCR Third District,Kalookan City,Caloocan City,Aromar (Aromahan-Marulas),grade 5,female,70,14.6476321,120.976384
13171,136606,Grace Park ES (Main),NCR (National Capital Region),NCR Third District,Kalookan City,Caloocan City,Aromar (Aromahan-Marulas),grade 5,female,116,14.6474636,120.9772111
13172,136428,Gregoria de Jesus ES,NCR (National Capital Region),"Manila, NCR, First District",Tondo,Manila,Tondo V,grade 5,female,133,14.6279054,120.9755049
13173,136618,Gregoria de Jesus ES,NCR (National Capital Region),NCR Third District,Kalookan City,Caloocan City,Pobcaran (Poblacion-Caliparan),grade 5,female,206,14.6646242,120.9959384
13174,136445,"Gregorio del Pilar ES, Centex",NCR (National Capital Region),"Manila, NCR, First District",Tondo,Manila,Tondo XIV,grade 5,female,31,14.6064953,120.9755632
13175,136512,GSIS Village ES,NCR (National Capital Region),NCR Second District,Quezon City,Quezon City,School District VI,grade 5,female,186,14.6743462,121.0216865
13176,136689,Guadalupe Viejo ES,NCR (National Capital Region),NCR Fourth District,City of Makati,Makati City,Makati City District I,grade 5,female,90,14.564421,121.0406769
13177,136682,H. Bautista ES,NCR (National Capital Region),NCR Second District,City of Marikina,Marikina City,Marikina City District II,grade 5,female,276,14.6575389,121.1038275
13178,136478,H.J. Atienza Elementary School,NCR (National Capital Region),"Manila, NCR, First District",Malate,Manila,Malate,grade 5,female,466,14.5878487,120.9689892
13179,136704,Hen. Pio del Pilar ES I,NCR (National Capital Region),NCR Fourth District,City of Makati,Makati City,Makati City District III,grade 5,female,130,14.5558058,121.0117244
13180,136703,Hen. Pio del Pilar ES Main,NCR (National Capital Region),NCR Fourth District,City of Makati,Makati City,Makati City District III,grade 5,female,258,14.550449,121.008951
13181,136667,Highway Hills Integrated School (Highway Hills ES),NCR (National Capital Region),NCR Second District,City of Mandaluyong,Mandaluyong City,Mandaluyong City District II,grade 5,female,270,14.582358,121.0494428
13182,136544,Holy Spirit ES,NCR (National Capital Region),NCR Second District,Quezon City,Quezon City,School District XI,grade 5,female,563,14.687194,121.0765048
13183,136637,Horacio dela Costa ES,NCR (National Capital Region),NCR Third District,Kalookan City,Caloocan City,Caloocan North I,grade 5,female,146,14.7485207,121.0704523
13184,136658,Hulo Elementary School,NCR (National Capital Region),NCR Second District,City of Mandaluyong,Mandaluyong City,Mandaluyong City District I,grade 5,female,166,14.569246,121.034952
13185,136439,I. Delos Reyes ES,NCR (National Capital Region),"Manila, NCR, First District",Tondo,Manila,Tondo XII,grade 5,female,454,14.6205653,120.9659671
13186,136668,Ilaya Barangka Integrated School,NCR (National Capital Region),NCR Second District,City of Mandaluyong,Mandaluyong City,Mandaluyong City District II,grade 5,female,98,14.5713386,121.0464101
13187,136776,Ilaya ES,NCR (National Capital Region),NCR Fourth District,City of Las Pinas,Las PiÐas City,Las PiÐas City I,grade 5,female,96,14.444546,120.9938736
13188,136717,Ilugin ES,NCR (National Capital Region),NCR Second District,City of Pasig,Pasig City,Pasig City District I,grade 5,female,264,14.5763768,121.0851097
13189,136834,Imelda ES,NCR (National Capital Region),NCR Third District,City of Malabon,Malabon City,Malabon District II,grade 5,female,263,14.6482203,120.9611349
13190,136672,Industrial Valley ES,NCR (National Capital Region),NCR Second District,City of Marikina,Marikina City,Marikina City District I,grade 5,female,85,14.6216877,121.0803345
13191,136659,Isaac Lopez Integrated School (Isaac Lopez ES),NCR (National Capital Region),NCR Second District,City of Mandaluyong,Mandaluyong City,Mandaluyong City District I,grade 5,female,150,14.5772108,121.0250884
13192,136803,Isla ES,NCR (National Capital Region),NCR Third District,City of Valenzuela,Valenzuela City,Valenzuela City North District,grade 5,female,42,14.7062751,120.9498688
13193,228501,Itaas Elementary School NBP Annex,NCR (National Capital Region),NCR Fourth District,City of Muntinlupa,Muntinlupa City,Muntinlupa City District I,grade 5,female,394,14.3864583,121.0314047
13194,136901,Itaas ES,NCR (National Capital Region),NCR Fourth District,City of Muntinlupa,Muntinlupa City,Muntinlupa City District I,grade 5,female,247,14.3864583,121.0314047
13195,136440,J. C. de Jesus Elementary School,NCR (National Capital Region),"Manila, NCR, First District",Tondo,Manila,Tondo XII,grade 5,female,105,14.614422,120.969635
13196,136432,J. P. Rizal Elementary School,NCR (National Capital Region),"Manila, NCR, First District",Tondo,Manila,Tondo VII,grade 5,female,383,14.617445,120.971777
13197,136481,J. Zamora Elementary School,NCR (National Capital Region),"Manila, NCR, First District",Pandacan,Manila,Pandacan I,grade 5,female,189,14.5882837,121.002584
13198,224002,Jose Fabella Memorial School,NCR (National Capital Region),NCR Second District,City of Mandaluyong,Mandaluyong City,Mandaluyong City District II,grade 5,female,68,14.5848755,121.0342507
13199,136706,Jose Magsaysay Elementary School,NCR (National Capital Region),NCR Fourth District,City of Makati,Makati City,Makati City District IV,grade 5,female,66,14.572824,121.021822
13200,136604,Jose Rizal ES,NCR (National Capital Region),NCR Fourth District,Pasay City,Pasay City,Pasay City West District,grade 5,female,156,14.5377516,121.0013794
13201,136465,Juan Luna Elementary School,NCR (National Capital Region),"Manila, NCR, First District",Sampaloc,Manila,Sampaloc V,grade 5,female,166,14.6055687,120.9897253
13202,136449,Juan Sumulong Elementary School,NCR (National Capital Region),"Manila, NCR, First District",Santa Cruz,Manila,Sta. Cruz II,grade 5,female,113,14.6167088,120.987524
13203,136598,Juan Sumulong Elementary School,NCR (National Capital Region),NCR Fourth District,Pasay City,Pasay City,Pasay City East District,grade 5,female,140,14.5462918,121.007629
13204,136473,Justo Lukban Elementary School,NCR (National Capital Region),"Manila, NCR, First District",Paco,Manila,Paco I,grade 5,female,190,14.5810403,120.9931561
13205,136749,Kabayanan Elementary School,NCR (National Capital Region),NCR Second District,City of San Juan,City of San Juan,San Juan District II,grade 5,female,91,14.5985809,121.0319859
13206,136562,Kalantiyaw ES,NCR (National Capital Region),NCR Second District,Quezon City,Quezon City,School District XIV,grade 5,female,17,14.6243008,121.0654628
13207,136727,Kalawaan ES,NCR (National Capital Region),NCR Second District,City of Pasig,Pasig City,Pasig City District II,grade 5,female,183,14.5487915,121.086626
13208,136641,Kalayaan ES,NCR (National Capital Region),NCR Third District,Kalookan City,Caloocan City,Caloocan North II,grade 5,female,476,14.7456104,121.041275
13209,136593,Kalayaan ES,NCR (National Capital Region),NCR Fourth District,Pasay City,Pasay City,Pasay City South District,grade 5,female,333,14.5069933,121.0281667
13210,223505,Kalayaan ES - Unit I,NCR (National Capital Region),NCR Third District,Kalookan City,Caloocan City,Caloocan North II,grade 5,female,139,14.72544,120.9837547
13211,136533,Kaligayahan ES,NCR (National Capital Region),NCR Second District,Quezon City,Quezon City,School District X,grade 5,female,144,14.7333223,121.0483501
13212,136673,Kalumpang ES,NCR (National Capital Region),NCR Second District,City of Marikina,Marikina City,Marikina City District I,grade 5,female,97,14.6249216,121.0865346
13213,136580,Kamuning ES,NCR (National Capital Region),NCR Second District,Quezon City,Quezon City,School District XVIII,grade 5,female,164,14.6297074,121.0365784
13214,136888,Kapitan Eddie T. Reyes Memorial ES,NCR (National Capital Region),NCR Fourth District,Taguig City,Taguig,Taguig District III,grade 5,female,455,14.5238238,121.0573606
13215,228001,Kapitan Eddie T. Reyes Memorial ES - Palar Annex,NCR (National Capital Region),NCR Fourth District,Taguig City,Taguig,Taguig District III,grade 5,female,100,14.5337393,121.0562945
13216,136886,Kapitan Jose Cardones Memorial ES,NCR (National Capital Region),NCR Fourth District,Taguig City,Taguig,Taguig District II,grade 5,female,283,14.504299,121.056478
13217,136683,Kapitan Moy ES,NCR (National Capital Region),NCR Second District,City of Marikina,Marikina City,Marikina City District II,grade 5,female,141,14.631145,121.0964844
13218,136859,Kapitbahayan Elementary School,NCR (National Capital Region),NCR Third District,City of Navotas,Navotas,Navotas District I,grade 5,female,361,14.644348,120.9576946
13219,136608,Kasarinlan ES,NCR (National Capital Region),NCR Third District,Kalookan City,Caloocan City,Aromar (Aromahan-Marulas),grade 5,female,262,14.7565784,121.0449768
13220,136609,Kaunlaran ES,NCR (National Capital Region),NCR Third District,Kalookan City,Caloocan City,Aromar (Aromahan-Marulas),grade 5,female,301,14.6664485,120.9967412
13221,136674,L. Victorino ES,NCR (National Capital Region),NCR Second District,City of Marikina,Marikina City,Marikina City District I,grade 5,female,126,14.6349866,121.089666
13222,136754,La Huerta ES,NCR (National Capital Region),NCR Fourth District,City of Paranaque,Paranaque City,Paranaque City District I,grade 5,female,277,14.5011833,120.991217
13223,136714,La Paz ES,NCR (National Capital Region),NCR Fourth District,City of Makati,Makati City,Makati City District VI,grade 5,female,150,-16.489689,-68.11929359999999
13224,136534,Lagro ES,NCR (National Capital Region),NCR Second District,Quezon City,Quezon City,School District X,grade 5,female,280,14.7268341,121.0665253
13225,136427,Lakan Dula ES,NCR (National Capital Region),"Manila, NCR, First District",Tondo,Manila,Tondo IV,grade 5,female,218,14.6262941,120.9747362
13226,136902,Lakeview ES,NCR (National Capital Region),NCR Fourth District,City of Muntinlupa,Muntinlupa City,Muntinlupa City District I,grade 5,female,102,41.9397814,-87.6589273
13227,136458,Laong Laan ES,NCR (National Capital Region),"Manila, NCR, First District",Tondo,Manila,Sampaloc I,grade 5,female,83,14.6163255,120.9912065
13228,136421,LapuLapu ES,NCR (National Capital Region),"Manila, NCR, First District",Tondo,Manila,Tondo II,grade 5,female,76,14.6312019,120.9781368
13229,136777,Las Pinas ES Central,NCR (National Capital Region),NCR Fourth District,City of Las Pinas,Las PiÐas City,Las PiÐas City I,grade 5,female,257,14.444546,120.9938736
13230,136815,Lawang Bato ES,NCR (National Capital Region),NCR Third District,City of Valenzuela,Valenzuela City,Valenzuela City Central District,grade 5,female,196,14.7277013,120.9928627
13231,136461,Legarda Elementary School,NCR (National Capital Region),"Manila, NCR, First District",Sampaloc,Manila,Sampaloc II,grade 5,female,485,14.6120236,120.9988344
13232,136522,Leopoldo B. Santos ES,NCR (National Capital Region),NCR Second District,Quezon City,Quezon City,School District VIII,grade 5,female,39,14.6755513,121.0130505
13233,136610,Lerma ES,NCR (National Capital Region),NCR Third District,Kalookan City,Caloocan City,Aromar (Aromahan-Marulas),grade 5,female,47,14.6413362,120.973855
13234,136719,Liberato Damian ES,NCR (National Capital Region),NCR Second District,City of Pasig,Pasig City,Pasig City District I,grade 5,female,107,14.563003,121.079128
13235,136554,Libis ES,NCR (National Capital Region),NCR Second District,Quezon City,Quezon City,School District XII,grade 5,female,57,14.6165947,121.0772212
13236,136611,Libis Talisay ES,NCR (National Capital Region),NCR Third District,Kalookan City,Caloocan City,Aromar (Aromahan-Marulas),grade 5,female,117,14.7565784,121.0449768
13237,136429,Librada Avelino ES,NCR (National Capital Region),"Manila, NCR, First District",Tondo,Manila,Tondo V,grade 5,female,111,14.6312212,120.9720041
13238,136795,Lingunan ES,NCR (National Capital Region),NCR Third District,City of Valenzuela,Valenzuela City,Valenzuela City Central District,grade 5,female,138,14.7190514,120.9747258
13239,136654,Llano ES,NCR (National Capital Region),NCR Third District,Kalookan City,Caloocan City,Caloocan North IV,grade 5,female,232,14.7293951,121.0113498
13240,136835,Longos ES,NCR (National Capital Region),NCR Third District,City of Malabon,Malabon City,Malabon District II,grade 5,female,84,14.653825,120.9603839
13241,136519,Lucas R. Pascual ES,NCR (National Capital Region),NCR Second District,Quezon City,Quezon City,School District VII,grade 5,female,240,14.6705804,121.009408
13242,136545,Lupang Pangako ES,NCR (National Capital Region),NCR Second District,Quezon City,Quezon City,School District XI,grade 5,female,440,14.719151,121.107058
13243,136455,M. Agoncillo ES,NCR (National Capital Region),"Manila, NCR, First District",Tondo,Manila,San Nicolas,grade 5,female,119,14.599259,120.968957
13244,136437,M. L. Quezon Elementary School,NCR (National Capital Region),"Manila, NCR, First District",Tondo,Manila,Tondo XI,grade 5,female,309,14.6125017,120.9652245
13245,136487,M. Roxas de Ayala Elementary School,NCR (National Capital Region),"Manila, NCR, First District",Tondo,Manila,Sta. Ana II,grade 5,female,144,14.577177,121.006846
13246,136438,Magat Salamat Elementary School,NCR (National Capital Region),"Manila, NCR, First District",Tondo,Manila,Tondo XI,grade 5,female,401,14.6121686,120.9664586
13247,136890,Maharlika Elementary School,NCR (National Capital Region),NCR Fourth District,Taguig City,Taguig,Taguig District III,grade 5,female,187,14.4977785,121.0550957
13248,136690,Makati ES,NCR (National Capital Region),NCR Fourth District,City of Makati,Makati City,Makati City District I,grade 5,female,96,14.554729,121.0244452
13249,136830,Malabon ES,NCR (National Capital Region),NCR Third District,City of Malabon,Malabon City,Malabon District I,grade 5,female,294,14.6680747,120.9658454
13250,136675,Malanday ES,NCR (National Capital Region),NCR Second District,City of Marikina,Marikina City,Marikina City District I,grade 5,female,381,14.647586,121.0943958
13251,136572,Malaya ES,NCR (National Capital Region),NCR Second District,Quezon City,Quezon City,School District XVI,grade 5,female,39,14.6320104,120.9929542
13252,136535,Maligaya ES,NCR (National Capital Region),NCR Second District,Quezon City,Quezon City,School District X,grade 5,female,415,14.7369566,121.0590131
13253,136797,Malinta ES,NCR (National Capital Region),NCR Third District,City of Valenzuela,Valenzuela City,Valenzuela City Central District,grade 5,female,411,14.6907866,120.9631176
13254,227001,Malinta ES - Pinalagad Annex,NCR (National Capital Region),NCR Third District,City of Valenzuela,Valenzuela City,Valenzuela City Central District,grade 5,female,79,14.690324,120.9634163
13255,136660,Mandaluyong ES,NCR (National Capital Region),NCR Second District,City of Mandaluyong,Mandaluyong City,Mandaluyong City District I,grade 5,female,189,14.5794443,121.0359174
13256,136735,Manggahan ES,NCR (National Capital Region),NCR Second District,City of Pasig,Pasig City,Pasig City District IV,grade 5,female,249,14.6018872,121.0936983
13257,136546,Manuel L. Quezon ES,NCR (National Capital Region),NCR Second District,Quezon City,Quezon City,School District XI,grade 5,female,520,14.6768904,121.0637196
13258,136644,Manuel L. Quezon ES,NCR (National Capital Region),NCR Third District,Kalookan City,Caloocan City,Caloocan North III,grade 5,female,292,14.7565784,121.0449768
13259,136778,Manuyo ES,NCR (National Capital Region),NCR Fourth District,City of Las Pinas,Las PiÐas City,Las PiÐas City I,grade 5,female,154,14.4677006,120.9948017
13260,136816,Mapulang Lupa ES,NCR (National Capital Region),NCR Third District,City of Valenzuela,Valenzuela City,Valenzuela City East District,grade 5,female,222,14.7010556,120.9830225
13261,136599,Marcela Marcelo ES,NCR (National Capital Region),NCR Fourth District,Pasay City,Pasay City,Pasay City East District,grade 5,female,137,14.5336943,121.0126342
13262,136581,Marcelo H. del Pilar ES,NCR (National Capital Region),NCR Second District,Quezon City,Quezon City,School District XVIII,grade 5,female,119,14.6288468,121.0445443
13263,136645,Marcelo H. del Pilar ES (MLQ ES Unit I),NCR (National Capital Region),NCR Third District,Kalookan City,Caloocan City,Caloocan North III,grade 5,female,125,14.6619453,120.9931412
13264,136423,Mariano Ponce Elementary School,NCR (National Capital Region),"Manila, NCR, First District",Tondo,Manila,Tondo III,grade 5,female,86,14.6235792,120.9818065
13265,136594,Maricaban Elementary School,NCR (National Capital Region),NCR Fourth District,Pasay City,Pasay City,Pasay City South District,grade 5,female,137,14.5294242,121.0064455
13266,136676,Marikina ES,NCR (National Capital Region),NCR Second District,City of Marikina,Marikina City,Marikina City District I,grade 5,female,167,14.63111,121.09755
13267,136825,Marulas Central ES,NCR (National Capital Region),NCR Third District,City of Valenzuela,Valenzuela City,Valenzuela City South District,grade 5,female,168,14.675802,120.9851
13268,136612,Marulas ES,NCR (National Capital Region),NCR Third District,Kalookan City,Caloocan City,Aromar (Aromahan-Marulas),grade 5,female,34,14.673664,120.9817703
13269,136497,Masambong ES,NCR (National Capital Region),NCR Second District,Quezon City,Quezon City,School District II,grade 5,female,228,14.6414845,121.0091396
13270,136755,Masville ES,NCR (National Capital Region),NCR Fourth District,City of Paranaque,Paranaque City,Paranaque City District I,grade 5,female,197,14.4527694,121.0423531
13271,136707,Maximo Estrella ES,NCR (National Capital Region),NCR Fourth District,City of Makati,Makati City,Makati City District IV,grade 5,female,105,14.5774652,121.0178627
13272,225501,Maybunga Elementary School Annex,NCR (National Capital Region),NCR Second District,City of Pasig,Pasig City,Pasig City District V,grade 5,female,104,14.5780031,121.0965189
13273,136742,Maybunga ES,NCR (National Capital Region),NCR Second District,City of Pasig,Pasig City,Pasig City District V,grade 5,female,174,14.5762821,121.0850494
13274,136613,Maypajo ES,NCR (National Capital Region),NCR Third District,Kalookan City,Caloocan City,Aromar (Aromahan-Marulas),grade 5,female,125,14.6404221,120.9718372
13275,136798,Maysan ES,NCR (National Capital Region),NCR Third District,City of Valenzuela,Valenzuela City,Valenzuela City East District,grade 5,female,198,14.7010556,120.9830225
13276,136855,Maysilo ES,NCR (National Capital Region),NCR Third District,City of Malabon,Malabon City,Malabon District V,grade 5,female,60,14.6775532,120.9575153
13277,136424,Melchora Aquino Elementary School,NCR (National Capital Region),"Manila, NCR, First District",Tondo,Manila,Tondo III,grade 5,female,81,14.626755,120.977069
13278,136547,Melencio M. Castelo ES,NCR (National Capital Region),NCR Second District,Quezon City,Quezon City,School District XI,grade 5,female,505,14.6988793,121.0950863
13279,136508,Mines ES,NCR (National Capital Region),NCR Second District,Quezon City,Quezon City,School District V,grade 5,female,150,14.6589728,121.0464663
13280,136464,Moises Salvador ES,NCR (National Capital Region),"Manila, NCR, First District",Sampaloc,Manila,Sampaloc IV,grade 5,female,88,14.6057507,120.9974905
